order_item_id,order_id,item_name,item_quantity,item_unit_price,item_total_price
31018,20468,seize 24/365 e-markets,1,47.72,47.72
31019,20425,architect leading-edge synergies,1,18.73,18.73
31020,20945,aggregate interactive e-services,3,12.6,37.8
31021,20731,utilize vertical e-tailers,2,25.73,51.46
31022,20689,utilize intuitive infrastructures,2,18.82,37.64
31023,20204,aggregate virtual solutions,3,6.58,19.740000000000002
31024,20583,embrace cross-platform initiatives,2,19.54,39.08
31025,20387,innovate value-added markets,1,29.48,29.48
31026,20778,morph enterprise e-tailers,2,29.83,59.66
31027,20098,utilize end-to-end applications,2,21.05,42.1
31028,20345,brand killer paradigms,4,25.13,100.52
31029,20803,optimize extensible synergies,4,48.45,193.8
31030,20208,synergize sticky channels,4,21.98,87.92
31031,20514,deploy rich action-items,2,16.62,33.24
31032,20636,enhance e-business initiatives,3,15.96,47.88
31033,20792,aggregate enterprise relationships,1,25.6,25.6
31034,20586,envisioneer granular content,2,39.18,78.36
31035,20166,enhance cross-platform functionalities,3,14.27,42.81
31036,20022,drive 24/7 models,2,36.92,73.84
31037,20154,strategize collaborative methodologies,1,5.95,5.95
31038,20939,enhance integrated platforms,2,23.85,47.7
31039,20439,implement ubiquitous e-commerce,1,39.91,39.91
31040,20295,facilitate wireless infrastructures,2,20.24,40.48
31041,20219,incentivize cross-platform vortals,1,30.37,30.37
31042,20669,visualize out-of-the-box synergies,2,14.22,28.44
31043,20495,benchmark robust technologies,1,38.39,38.39
31044,20230,implement holistic solutions,4,7.35,29.4
31045,20020,synthesize visionary schemas,2,43.36,86.72
31046,20987,scale one-to-one interfaces,2,13.92,27.84
31047,20553,incentivize extensible functionalities,3,44.35,133.05
31048,20950,reinvent vertical partnerships,3,20.86,62.58
31049,20148,streamline cross-platform vortals,1,37.52,37.52
31050,20108,disintermediate ubiquitous communities,2,19.37,38.74
31051,20403,architect e-business e-services,1,45.77,45.77
31052,20596,visualize seamless models,4,10.7,42.8
31053,20483,drive value-added initiatives,3,13.03,39.089999999999996
31054,20367,revolutionize efficient experiences,1,27.19,27.19
31055,20834,leverage seamless info-mediaries,1,8.69,8.69
31056,20414,benchmark 24/365 interfaces,3,13.82,41.46
31057,20309,embrace back-end relationships,2,47.47,94.94
31058,20802,repurpose extensible bandwidth,1,48.94,48.94
31059,20918,utilize web-enabled users,3,21.93,65.78999999999999
31060,20835,harness cross-media markets,2,46.55,93.1
31061,20134,enhance user-centric deliverables,4,29.52,118.08
31062,20719,reinvent end-to-end supply-chains,3,17.14,51.42
31063,20283,deploy cross-media markets,1,36.61,36.61
31064,20778,visualize bleeding-edge partnerships,4,34.65,138.6
31065,20073,benchmark holistic paradigms,2,49.51,99.02
31066,20481,enhance turn-key e-services,2,16.93,33.86
31067,20352,facilitate rich networks,3,35.24,105.72
31068,20560,envisioneer scalable e-tailers,3,7.34,22.02
31069,20326,productize end-to-end metrics,3,10.11,30.33
31070,20745,drive B2B eyeballs,2,5.18,10.36
31071,20443,incentivize turn-key users,4,49.98,199.92
31072,20100,embrace plug-and-play interfaces,2,41.1,82.2
31073,20059,incentivize open-source networks,1,40.4,40.4
31074,20508,brand extensible e-services,2,27.94,55.88
31075,20258,revolutionize back-end supply-chains,1,18.5,18.5
31076,20413,seize interactive eyeballs,4,11.81,47.24
31077,20452,cultivate robust e-markets,3,17.81,53.42999999999999
31078,20065,unleash integrated communities,3,21.92,65.76
31079,20595,evolve viral eyeballs,2,39.03,78.06
31080,20154,re-intermediate compelling vortals,3,29.28,87.84
31081,20985,repurpose strategic technologies,4,8.49,33.96
31082,20266,innovate open-source initiatives,3,5.81,17.43
31083,20821,unleash efficient portals,2,9.6,19.2
31084,20079,transition world-class functionalities,4,23.47,93.88
31085,20315,evolve revolutionary portals,1,46.99,46.99
31086,20662,synergize revolutionary e-commerce,2,33.68,67.36
31087,20947,monetize plug-and-play architectures,1,41.08,41.08
31088,20560,transition rich methodologies,4,25.99,103.96
31089,20917,seize cross-platform initiatives,2,21.27,42.54
31090,20891,mesh holistic info-mediaries,2,9.88,19.76
31091,20248,aggregate efficient networks,4,44.42,177.68
31092,20790,harness mission-critical architectures,3,40.24,120.72
31093,20868,harness revolutionary vortals,2,12.57,25.14
31094,20610,strategize end-to-end models,2,28.05,56.1
31095,20414,enable compelling partnerships,1,26.93,26.93
31096,20025,engineer dot-com paradigms,3,33.13,99.39000000000001
31097,20284,expedite cross-media channels,1,47.58,47.58
31098,20449,reinvent distributed vortals,1,31.09,31.09
31099,20881,brand e-business experiences,3,29.31,87.92999999999999
31100,20301,redefine mission-critical relationships,3,7.26,21.78
31101,20068,facilitate front-end portals,4,7.83,31.32
31102,20007,monetize robust web-readiness,3,13.43,40.29
31103,20817,e-enable viral metrics,2,6.46,12.92
31104,20137,target back-end e-commerce,3,38.45,115.35000000000001
31105,20164,evolve cutting-edge content,4,37.55,150.2
31106,20083,embrace user-centric deliverables,4,11.12,44.48
31107,20897,visualize leading-edge info-mediaries,4,42.62,170.48
31108,20650,enable wireless markets,3,11.97,35.910000000000004
31109,20420,morph value-added content,3,18.55,55.650000000000006
31110,20073,optimize seamless e-commerce,1,16.2,16.2
31111,20237,syndicate intuitive info-mediaries,1,21.75,21.75
31112,20046,disintermediate dynamic ROI,2,16.46,32.92
31113,20618,strategize extensible models,1,27.0,27.0
31114,20928,unleash vertical experiences,2,23.33,46.66
31115,20800,productize proactive e-commerce,4,49.4,197.6
31116,20262,optimize innovative channels,1,7.52,7.52
31117,20176,aggregate magnetic synergies,3,11.4,34.2
31118,20166,e-enable clicks-and-mortar web services,1,7.38,7.38
31119,20657,engineer holistic interfaces,2,33.16,66.32
31120,20842,synergize synergistic eyeballs,1,7.45,7.45
31121,20370,architect proactive web services,4,42.64,170.56
31122,20795,transition user-centric e-business,3,28.04,84.12
31123,20054,empower leading-edge relationships,2,28.72,57.44
31124,20690,envisioneer interactive experiences,3,30.27,90.81
31125,20419,embrace robust e-business,3,12.69,38.07
31126,20756,exploit compelling interfaces,2,13.9,27.8
31127,20507,revolutionize mission-critical eyeballs,3,19.35,58.050000000000004
31128,20341,unleash 24/365 web-readiness,3,31.71,95.13
31129,20127,synthesize killer metrics,1,14.46,14.46
31130,20409,engage cutting-edge architectures,3,10.23,30.69
31131,20924,empower efficient ROI,3,48.66,145.98
31132,20367,unleash back-end e-commerce,3,5.99,17.97
31133,20271,benchmark bricks-and-clicks networks,3,41.12,123.35999999999999
31134,20644,synergize out-of-the-box schemas,2,40.46,80.92
31135,20605,transition proactive applications,4,18.37,73.48
31136,20379,incubate frictionless info-mediaries,1,11.1,11.1
31137,20073,benchmark world-class platforms,3,11.55,34.650000000000006
31138,20923,mesh collaborative deliverables,3,36.38,109.14000000000001
31139,20922,scale proactive e-services,2,33.93,67.86
31140,20915,repurpose transparent architectures,4,40.22,160.88
31141,20248,benchmark proactive architectures,3,47.19,141.57
31142,20860,disintermediate front-end e-business,2,36.14,72.28
31143,20785,utilize real-time platforms,1,12.01,12.01
31144,20043,innovate customized architectures,1,15.95,15.95
31145,20377,exploit cross-media portals,3,42.9,128.7
31146,20041,transition B2C e-business,3,14.42,43.26
31147,20170,integrate customized action-items,4,8.26,33.04
31148,20946,exploit interactive content,4,36.65,146.6
31149,20212,re-intermediate efficient web services,3,23.11,69.33
31150,20493,mesh user-centric solutions,2,46.4,92.8
31151,20680,evolve bricks-and-clicks action-items,4,34.26,137.04
31152,20039,whiteboard mission-critical schemas,3,9.07,27.21
31153,20369,synergize viral schemas,4,47.65,190.6
31154,20757,morph visionary systems,3,16.64,49.92
31155,20151,strategize seamless platforms,1,20.17,20.17
31156,20111,implement visionary models,3,23.1,69.30000000000001
31157,20480,envisioneer visionary solutions,1,7.31,7.31
31158,20436,brand web-enabled web services,4,27.34,109.36
31159,20047,productize front-end models,3,10.55,31.650000000000002
31160,20575,engage out-of-the-box convergence,4,23.04,92.16
31161,20737,incubate collaborative initiatives,1,20.78,20.78
31162,20366,syndicate viral e-tailers,3,39.78,119.34
31163,20069,cultivate front-end systems,4,41.14,164.56
31164,20299,syndicate one-to-one content,1,11.9,11.9
31165,20944,evolve distributed web-readiness,4,21.49,85.96
31166,20802,grow out-of-the-box eyeballs,2,21.8,43.6
31167,20296,expedite global supply-chains,1,11.81,11.81
31168,20203,enhance world-class convergence,1,40.93,40.93
31169,20061,deliver holistic vortals,1,36.83,36.83
31170,20946,drive leading-edge schemas,3,13.57,40.71
31171,20963,utilize collaborative architectures,3,21.5,64.5
31172,20830,exploit 24/365 metrics,3,9.76,29.28
31173,20314,architect collaborative partnerships,2,33.27,66.54
31174,20161,engage holistic niches,2,10.46,20.92
31175,20331,mesh clicks-and-mortar e-markets,1,49.37,49.37
31176,20528,repurpose robust convergence,2,40.13,80.26
31177,20338,incubate compelling platforms,4,22.56,90.24
31178,20606,evolve cutting-edge convergence,1,31.04,31.04
31179,20304,matrix viral architectures,1,46.01,46.01
31180,20503,cultivate strategic applications,4,29.93,119.72
31181,20650,enable virtual relationships,1,12.85,12.85
31182,20338,engineer transparent communities,2,22.04,44.08
31183,20550,architect revolutionary e-services,3,42.94,128.82
31184,20639,expedite bleeding-edge ROI,4,33.99,135.96
31185,20275,innovate seamless relationships,2,34.28,68.56
31186,20164,synthesize efficient methodologies,4,44.01,176.04
31187,20443,enable virtual vortals,4,45.23,180.92
31188,20319,empower scalable web services,1,46.39,46.39
31189,20589,monetize global metrics,1,9.27,9.27
31190,20504,enhance customized e-markets,2,29.49,58.98
31191,20686,matrix 24/365 applications,4,38.32,153.28
31192,20387,harness mission-critical e-business,1,39.06,39.06
31193,20970,integrate robust convergence,1,32.3,32.3
31194,20870,facilitate extensible content,4,12.51,50.04
31195,20833,redefine cutting-edge paradigms,2,40.88,81.76
31196,20888,streamline enterprise metrics,2,37.41,74.82
31197,20603,revolutionize vertical supply-chains,4,8.88,35.52
31198,20750,syndicate plug-and-play platforms,2,25.87,51.74
31199,20776,unleash extensible e-business,1,12.83,12.83
31200,20691,syndicate frictionless eyeballs,4,20.19,80.76
31201,20494,syndicate end-to-end bandwidth,1,5.81,5.81
31202,20490,generate magnetic e-services,3,23.01,69.03
31203,20721,morph turn-key action-items,3,29.74,89.22
31204,20073,embrace killer solutions,2,32.88,65.76
31205,20509,harness interactive action-items,3,34.86,104.58
31206,20390,re-contextualize real-time synergies,1,42.63,42.63
31207,20619,whiteboard bricks-and-clicks functionalities,3,14.7,44.099999999999994
31208,20857,enhance distributed deliverables,1,10.42,10.42
31209,20295,matrix user-centric convergence,2,43.32,86.64
31210,20369,target end-to-end web-readiness,2,12.05,24.1
31211,20956,synergize leading-edge e-tailers,1,48.86,48.86
31212,20796,integrate mission-critical e-tailers,3,42.91,128.73
31213,20865,re-intermediate e-business systems,2,27.54,55.08
31214,20694,brand open-source models,4,49.16,196.64
31215,20549,revolutionize real-time synergies,2,9.38,18.76
31216,20649,evolve visionary e-business,3,18.64,55.92
31217,20850,mesh magnetic methodologies,4,33.72,134.88
31218,20568,maximize back-end interfaces,3,20.75,62.25
31219,20187,revolutionize extensible models,1,46.78,46.78
31220,20853,matrix cross-platform e-services,4,7.95,31.8
31221,20770,evolve enterprise models,3,29.72,89.16
31222,20445,implement synergistic interfaces,4,31.59,126.36
31223,20570,grow collaborative networks,3,34.37,103.10999999999999
31224,20363,grow real-time convergence,4,16.5,66.0
31225,20123,empower B2B communities,3,21.41,64.23
31226,20188,visualize open-source bandwidth,1,42.97,42.97
31227,20742,innovate extensible web services,4,13.77,55.08
31228,20680,enable plug-and-play channels,4,42.21,168.84
31229,20420,matrix robust info-mediaries,4,30.32,121.28
31230,20626,engineer cutting-edge content,4,39.3,157.2
31231,20252,mesh viral schemas,1,37.11,37.11
31232,20619,synthesize cross-media applications,4,14.34,57.36
31233,20549,evolve ubiquitous synergies,2,30.6,61.2
31234,20335,reinvent virtual technologies,1,44.05,44.05
31235,20092,envisioneer cutting-edge vortals,2,24.45,48.9
31236,20530,deploy ubiquitous solutions,4,48.5,194.0
31237,20866,transition distributed synergies,3,25.35,76.05000000000001
31238,20063,maximize enterprise metrics,2,11.43,22.86
31239,20662,syndicate cross-media portals,4,22.52,90.08
31240,20512,unleash clicks-and-mortar networks,2,47.83,95.66
31241,20139,monetize granular applications,4,19.39,77.56
31242,20698,engineer value-added action-items,4,44.06,176.24
31243,20185,iterate strategic convergence,4,44.66,178.64
31244,20205,re-contextualize world-class convergence,3,20.76,62.28
31245,20772,harness 24/365 e-business,2,8.75,17.5
31246,20214,revolutionize interactive eyeballs,1,37.61,37.61
31247,20256,innovate next-generation technologies,1,19.02,19.02
31248,20135,syndicate killer action-items,1,40.23,40.23
31249,20573,whiteboard strategic mindshare,1,24.92,24.92
31250,20875,expedite vertical metrics,4,26.84,107.36
31251,20822,implement out-of-the-box relationships,2,40.01,80.02
31252,20088,leverage front-end vortals,2,22.21,44.42
31253,20836,implement visionary applications,3,24.94,74.82000000000001
31254,20988,transform world-class schemas,2,21.93,43.86
31255,20207,visualize intuitive users,2,21.53,43.06
31256,20129,cultivate B2C synergies,2,28.67,57.34
31257,20823,deploy extensible methodologies,3,41.4,124.19999999999999
31258,20003,leverage clicks-and-mortar e-markets,1,21.28,21.28
31259,20974,monetize cutting-edge niches,2,28.59,57.18
31260,20934,scale scalable convergence,3,35.18,105.53999999999999
31261,20754,enhance customized mindshare,3,17.12,51.36
31262,20121,empower customized markets,4,17.49,69.96
31263,20385,maximize 24/365 deliverables,3,47.0,141.0
31264,20614,syndicate integrated e-business,1,37.56,37.56
31265,20038,disintermediate open-source e-business,2,30.97,61.94
31266,20341,engineer value-added action-items,3,34.15,102.44999999999999
31267,20925,transform collaborative portals,1,6.32,6.32
31268,20645,benchmark turn-key vortals,3,32.81,98.43
31269,20714,repurpose frictionless relationships,3,27.93,83.78999999999999
31270,20860,brand wireless applications,3,29.56,88.67999999999999
31271,20021,extend B2C web-readiness,3,21.17,63.510000000000005
31272,20242,strategize vertical vortals,3,8.67,26.009999999999998
31273,20455,re-contextualize enterprise content,1,13.7,13.7
31274,20963,empower interactive paradigms,2,47.78,95.56
31275,20621,repurpose strategic users,2,23.39,46.78
31276,20303,incubate virtual initiatives,2,26.0,52.0
31277,20596,revolutionize enterprise methodologies,2,7.37,14.74
31278,20595,generate interactive applications,1,6.69,6.69
31279,20803,deliver cross-platform platforms,4,37.27,149.08
31280,20964,facilitate scalable deliverables,4,29.21,116.84
31281,20069,orchestrate cutting-edge markets,1,27.89,27.89
31282,20129,strategize viral platforms,1,15.94,15.94
31283,20196,enable collaborative experiences,3,38.51,115.53
31284,20140,transition frictionless experiences,3,12.57,37.71
31285,20444,redefine global applications,3,13.55,40.650000000000006
31286,20283,extend dynamic communities,2,25.73,51.46
31287,20312,re-intermediate robust solutions,3,17.88,53.64
31288,20746,strategize distributed info-mediaries,4,16.14,64.56
31289,20535,architect world-class ROI,2,34.04,68.08
31290,20665,orchestrate dot-com ROI,3,34.29,102.87
31291,20277,transform mission-critical action-items,2,42.1,84.2
31292,20061,facilitate impactful niches,4,23.8,95.2
31293,20319,leverage user-centric web-readiness,3,8.29,24.869999999999997
31294,20890,e-enable e-business architectures,4,17.31,69.24
31295,20052,disintermediate integrated mindshare,4,49.1,196.4
31296,20856,streamline distributed experiences,4,31.83,127.32
31297,20153,harness best-of-breed info-mediaries,3,36.94,110.82
31298,20749,facilitate virtual e-commerce,1,5.33,5.33
31299,20311,empower e-business convergence,3,28.32,84.96000000000001
31300,20814,deliver ubiquitous applications,4,6.69,26.76
31301,20544,harness wireless markets,3,30.62,91.86
31302,20567,morph e-business systems,4,46.43,185.72
31303,20864,enhance synergistic platforms,1,48.58,48.58
31304,20389,mesh virtual e-services,2,29.32,58.64
31305,20548,architect efficient communities,1,25.62,25.62
31306,20622,deploy front-end eyeballs,1,47.53,47.53
31307,20177,target interactive e-markets,2,35.31,70.62
31308,20362,exploit clicks-and-mortar ROI,3,7.92,23.759999999999998
31309,20314,transition mission-critical solutions,2,25.96,51.92
31310,20807,redefine visionary architectures,3,15.81,47.43
31311,20848,e-enable cross-media users,3,26.14,78.42
31312,20097,seize B2B convergence,4,25.5,102.0
31313,20881,extend web-enabled paradigms,4,31.2,124.8
31314,20213,transition cross-media methodologies,2,21.05,42.1
31315,20829,grow turn-key functionalities,1,12.39,12.39
31316,20137,leverage viral solutions,2,27.67,55.34
31317,20006,streamline front-end action-items,3,42.36,127.08
31318,20109,implement cross-platform web-readiness,4,34.88,139.52
31319,20547,redefine holistic synergies,2,20.23,40.46
31320,20039,aggregate granular initiatives,2,47.1,94.2
31321,20662,leverage synergistic supply-chains,4,46.05,184.2
31322,20425,seize one-to-one convergence,4,14.42,57.68
31323,20630,transition killer e-markets,4,6.77,27.08
31324,20261,visualize rich portals,3,38.36,115.08
31325,20426,exploit magnetic experiences,4,42.24,168.96
31326,20087,revolutionize one-to-one bandwidth,1,48.55,48.55
31327,20465,productize bleeding-edge models,2,45.04,90.08
31328,20076,aggregate synergistic convergence,4,32.02,128.08
31329,20471,envisioneer vertical methodologies,4,28.85,115.4
31330,20976,maximize magnetic schemas,3,6.25,18.75
31331,20963,brand user-centric paradigms,3,16.1,48.300000000000004
31332,20414,seize dynamic portals,2,25.68,51.36
31333,20825,exploit impactful action-items,1,33.28,33.28
31334,20895,maximize magnetic synergies,2,30.08,60.16
31335,20726,mesh B2C bandwidth,4,38.42,153.68
31336,20457,visualize scalable action-items,1,17.59,17.59
31337,20285,unleash cross-platform info-mediaries,1,30.42,30.42
31338,20239,seize open-source models,1,8.97,8.97
31339,20677,brand value-added e-markets,1,23.61,23.61
31340,20599,morph magnetic channels,2,38.76,77.52
31341,20653,synergize cross-platform e-markets,3,36.2,108.60000000000001
31342,20672,drive best-of-breed e-markets,3,49.58,148.74
31343,20558,engineer dynamic web services,4,17.51,70.04
31344,20372,engage compelling applications,3,27.42,82.26
31345,20495,engage front-end paradigms,3,19.83,59.489999999999995
31346,20624,engineer scalable synergies,3,24.83,74.49
31347,20919,leverage customized partnerships,3,43.56,130.68
31348,20045,generate e-business communities,4,35.79,143.16
31349,20401,transition strategic web services,2,44.71,89.42
31350,20247,reinvent world-class content,1,14.16,14.16
31351,20616,redefine compelling interfaces,3,44.3,132.89999999999998
31352,20597,leverage dynamic convergence,2,7.69,15.38
31353,20450,disintermediate sticky ROI,3,44.99,134.97
31354,20485,harness synergistic architectures,3,19.81,59.42999999999999
31355,20646,repurpose end-to-end web-readiness,1,19.16,19.16
31356,20620,scale extensible vortals,1,28.04,28.04
31357,20018,disintermediate proactive niches,1,47.33,47.33
31358,20606,enhance seamless vortals,3,7.15,21.450000000000003
31359,20662,revolutionize e-business info-mediaries,3,20.85,62.550000000000004
31360,20758,expedite value-added applications,3,43.55,130.64999999999998
31361,20289,repurpose web-enabled functionalities,1,22.82,22.82
31362,20414,harness integrated models,4,13.96,55.84
31363,20721,strategize killer supply-chains,2,24.12,48.24
31364,20638,optimize dot-com applications,4,22.35,89.4
31365,20235,architect back-end portals,3,46.19,138.57
31366,20416,repurpose distributed systems,3,39.29,117.87
31367,20938,morph seamless relationships,4,27.73,110.92
31368,20499,maximize one-to-one methodologies,3,49.48,148.44
31369,20974,deploy best-of-breed web services,2,25.94,51.88
31370,20634,evolve cutting-edge partnerships,3,7.62,22.86
31371,20650,deliver revolutionary initiatives,2,16.8,33.6
31372,20115,benchmark magnetic functionalities,4,24.62,98.48
31373,20932,empower one-to-one markets,4,12.06,48.24
31374,20674,facilitate innovative eyeballs,3,47.64,142.92000000000002
31375,20713,incentivize customized technologies,2,39.51,79.02
31376,20234,synergize integrated networks,3,17.07,51.21
31377,20540,harness magnetic methodologies,1,31.59,31.59
31378,20011,redefine best-of-breed schemas,1,37.47,37.47
31379,20206,scale efficient platforms,1,47.36,47.36
31380,20679,envisioneer killer bandwidth,1,44.67,44.67
31381,20247,reinvent frictionless convergence,3,28.18,84.53999999999999
31382,20559,engineer customized users,1,39.86,39.86
31383,20758,architect revolutionary mindshare,2,30.3,60.6
31384,20127,engage one-to-one paradigms,4,29.87,119.48
31385,20147,orchestrate web-enabled niches,4,10.16,40.64
31386,20118,orchestrate virtual synergies,1,10.68,10.68
31387,20911,extend efficient markets,1,28.83,28.83
31388,20382,generate killer supply-chains,1,17.1,17.1
31389,20412,re-contextualize collaborative e-tailers,3,5.95,17.85
31390,20664,engage granular niches,4,37.53,150.12
31391,20584,transition extensible niches,1,6.46,6.46
31392,20363,streamline front-end mindshare,2,31.79,63.58
31393,20509,morph clicks-and-mortar technologies,1,29.26,29.26
31394,20137,redefine granular convergence,4,48.6,194.4
31395,20175,envisioneer holistic niches,1,26.79,26.79
31396,20289,reinvent real-time users,4,7.86,31.44
31397,20958,streamline collaborative vortals,1,29.83,29.83
31398,20481,drive web-enabled deliverables,2,42.85,85.7
31399,20019,deploy user-centric vortals,1,49.86,49.86
31400,20195,expedite innovative portals,2,24.37,48.74
31401,20330,enhance dynamic systems,2,19.41,38.82
31402,20936,reinvent efficient experiences,1,45.8,45.8
31403,20175,architect interactive web services,2,13.61,27.22
31404,20449,e-enable killer bandwidth,3,32.69,98.07
31405,20925,matrix user-centric e-markets,1,23.26,23.26
31406,20946,aggregate e-business platforms,1,6.85,6.85
31407,20354,benchmark e-business deliverables,2,20.63,41.26
31408,20499,e-enable frictionless networks,2,16.94,33.88
31409,20141,visualize world-class convergence,1,35.87,35.87
31410,20758,enable e-business e-markets,3,47.7,143.10000000000002
31411,20897,grow killer convergence,2,17.06,34.12
31412,20930,syndicate visionary web services,2,41.52,83.04
31413,20093,envisioneer frictionless niches,4,7.49,29.96
31414,20944,morph e-business models,3,29.22,87.66
31415,20239,harness bricks-and-clicks metrics,3,8.17,24.509999999999998
31416,20205,synergize extensible users,1,47.03,47.03
31417,20560,benchmark revolutionary technologies,3,39.49,118.47
31418,20433,redefine next-generation e-tailers,1,34.61,34.61
31419,20245,generate ubiquitous paradigms,4,42.08,168.32
31420,20832,evolve best-of-breed partnerships,3,34.14,102.42
31421,20317,empower cross-media deliverables,2,48.6,97.2
31422,20925,generate compelling methodologies,4,37.13,148.52
31423,20295,brand value-added web services,1,46.61,46.61
31424,20640,extend innovative interfaces,4,28.27,113.08
31425,20856,repurpose compelling portals,1,10.27,10.27
31426,20282,utilize revolutionary systems,4,28.77,115.08
31427,20017,monetize dynamic interfaces,1,10.71,10.71
31428,20071,matrix B2B infrastructures,3,31.66,94.98
31429,20269,syndicate visionary systems,2,26.71,53.42
31430,20325,empower enterprise niches,1,33.02,33.02
31431,20794,integrate end-to-end applications,4,5.45,21.8
31432,20305,monetize world-class schemas,1,13.77,13.77
31433,20451,transform front-end schemas,1,27.11,27.11
31434,20007,exploit global communities,1,47.77,47.77
31435,20314,target real-time platforms,4,22.26,89.04
31436,20817,implement distributed mindshare,2,24.1,48.2
31437,20103,re-contextualize wireless vortals,3,37.16,111.47999999999999
31438,20821,optimize world-class experiences,2,32.17,64.34
31439,20193,e-enable bricks-and-clicks interfaces,1,18.45,18.45
31440,20753,synthesize 24/7 schemas,4,23.49,93.96
31441,20574,empower proactive e-business,2,14.8,29.6
31442,20529,monetize bleeding-edge niches,1,48.47,48.47
31443,20171,matrix back-end convergence,3,10.88,32.64
31444,20537,drive cross-media models,3,21.73,65.19
31445,20251,extend synergistic markets,3,6.16,18.48
31446,20765,deploy cross-platform technologies,1,14.98,14.98
31447,20387,evolve sticky convergence,4,40.12,160.48
31448,20207,productize visionary metrics,2,14.05,28.1
31449,20541,utilize front-end metrics,3,8.6,25.799999999999997
31450,20629,morph viral applications,1,26.35,26.35
31451,20416,enable plug-and-play communities,1,5.45,5.45
31452,20794,reinvent viral solutions,2,8.81,17.62
31453,20380,scale magnetic platforms,3,41.34,124.02000000000001
31454,20144,visualize strategic web-readiness,1,39.72,39.72
31455,20025,matrix turn-key communities,2,46.18,92.36
31456,20822,extend intuitive e-markets,4,43.45,173.8
31457,20668,monetize mission-critical relationships,4,35.74,142.96
31458,20073,drive interactive e-business,4,7.35,29.4
31459,20632,reinvent collaborative interfaces,3,40.23,120.69
31460,20824,monetize killer e-services,2,43.05,86.1
31461,20833,transform e-business convergence,2,40.96,81.92
31462,20093,deliver bricks-and-clicks experiences,1,27.88,27.88
31463,20505,harness frictionless infrastructures,1,15.48,15.48
31464,20598,syndicate ubiquitous info-mediaries,1,43.04,43.04
31465,20336,maximize best-of-breed info-mediaries,2,37.72,75.44
31466,20425,integrate impactful eyeballs,1,49.13,49.13
31467,20499,envisioneer front-end channels,2,12.01,24.02
31468,20364,engineer cross-platform partnerships,2,15.15,30.3
31469,20947,harness cross-platform web services,4,14.53,58.12
31470,20630,enable efficient eyeballs,1,40.66,40.66
31471,20745,aggregate collaborative paradigms,4,13.41,53.64
31472,20199,enhance visionary ROI,3,8.0,24.0
31473,20718,matrix wireless architectures,3,49.94,149.82
31474,20413,deploy extensible experiences,3,6.12,18.36
31475,20339,utilize efficient e-tailers,2,42.59,85.18
31476,20659,evolve value-added platforms,2,21.44,42.88
31477,20962,engineer impactful eyeballs,2,42.87,85.74
31478,20937,extend robust applications,1,29.96,29.96
31479,20429,scale out-of-the-box niches,4,45.57,182.28
31480,20783,extend bleeding-edge e-business,2,46.68,93.36
31481,20899,extend front-end e-services,4,5.41,21.64
31482,20139,grow frictionless channels,4,8.39,33.56
31483,20693,leverage robust users,4,16.27,65.08
31484,20942,incentivize cross-platform ROI,1,35.12,35.12
31485,20542,orchestrate out-of-the-box convergence,1,44.97,44.97
31486,20057,re-intermediate cutting-edge portals,3,25.7,77.1
31487,20232,utilize proactive architectures,3,32.31,96.93
31488,20658,deliver cutting-edge communities,4,13.48,53.92
31489,20435,exploit B2B applications,3,41.22,123.66
31490,20384,iterate customized functionalities,4,48.53,194.12
31491,20560,benchmark transparent paradigms,1,17.09,17.09
31492,20194,seize wireless solutions,1,27.27,27.27
31493,20736,aggregate bleeding-edge networks,1,8.88,8.88
31494,20648,productize user-centric synergies,2,30.16,60.32
31495,20534,deploy back-end e-business,4,27.63,110.52
31496,20518,cultivate value-added supply-chains,1,11.5,11.5
31497,20716,revolutionize 24/365 e-business,4,24.89,99.56
31498,20751,re-intermediate cross-platform networks,3,20.03,60.09
31499,20185,engineer e-business partnerships,3,28.48,85.44
31500,20872,implement virtual architectures,1,31.35,31.35
31501,20292,re-intermediate dynamic web services,4,5.38,21.52
31502,20335,facilitate killer networks,1,39.25,39.25
31503,20732,revolutionize virtual systems,3,37.09,111.27000000000001
31504,20116,implement robust applications,1,21.48,21.48
31505,20825,deliver collaborative architectures,4,7.38,29.52
31506,20049,harness 24/7 systems,3,38.97,116.91
31507,20685,morph real-time web-readiness,2,47.98,95.96
31508,20082,incubate customized e-commerce,3,15.81,47.43
31509,20834,redefine scalable relationships,2,19.56,39.12
31510,20333,unleash open-source e-commerce,1,13.27,13.27
31511,20557,incentivize scalable models,1,30.96,30.96
31512,20335,synergize visionary models,4,11.97,47.88
31513,20532,whiteboard end-to-end e-business,2,21.03,42.06
31514,20960,engage turn-key info-mediaries,1,36.37,36.37
31515,20221,enhance extensible technologies,2,30.21,60.42
31516,20635,deploy global infrastructures,1,22.39,22.39
31517,20746,transform world-class communities,3,23.91,71.73
31518,20733,innovate distributed e-commerce,1,30.29,30.29
31519,20323,unleash plug-and-play supply-chains,4,5.26,21.04
31520,20851,e-enable dynamic deliverables,3,8.53,25.589999999999996
31521,20003,embrace mission-critical technologies,4,44.66,178.64
31522,20694,generate vertical relationships,3,8.5,25.5
31523,20206,monetize strategic portals,2,36.81,73.62
31524,20832,benchmark frictionless experiences,4,46.4,185.6
31525,20040,envisioneer turn-key niches,1,17.18,17.18
31526,20059,engineer robust content,2,21.67,43.34
31527,20951,strategize rich web services,1,30.6,30.6
